area,id,year,text,average,argentina,australia,brazil,canada,china,france,germany,india,indonesia,italy,japan,korea,mexico,russia,saudi.arabia,south.africa,turkey,united.kingdom,united.states,european.union
International Taxation,2016-64,2016,"[We will continue our support for international tax cooperation to achieve a globally fair and modern international tax system and to foster growth, including advancing] tax capacity-building of developing countries",0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
International Taxation,2016-67,2016,"We support a timely, consistent and widespread implementation of the BEPS package and call upon all relevant and interested countries and jurisdictions that have not yet committed to the BEPS package to do so and join the framework on an equal footing",0.85,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
International Taxation,2016-69,2016,"We encourage countries and international organizations to assist developing economies in building their tax capacity and acknowledge the establishment of the new Platform for Collaboration on Taxation by the IMF, OECD, UN, and WBG",0.25,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
International Taxation, 2017-56,2017,We remain committed to the implementation of the Base Erosion and Profit Shifting (BEPS) package. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
International Taxation,2017-60,2017,[We are also working] with the OECD on the tax challenges raised by digitalization of the economy,0.75,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
International Taxation,2017-384,2017,We will continue our work for a globally fair and modern international tax system,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
International Taxation,2017-388,2017,[We continue to support] the ongoing work of the Platform for Collaboration on Tax.,0.1,-1,1,-1,1,0,0,1,-1,1,-1,1,0,-1,0,0,0,-1,1,1,1
International Taxation,2017-209,2017,Support the work of the Platform for Collaboration on Tax established by international organizations to develop toolkits to improve guidance for low-capacity countries in implementing BEPS standards. ,-0.25,0,-1,0,1,1,0,0,1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1
International Taxation,2018-83,2018,"We will continue our work for a globally fair, sustainable, and modern international tax system based, in particular on tax treaties and transfer pricing rules, and welcome international cooperation to advance pro-growth tax policies. ",0.6,1,1,1,0,1,1,1,1,1,1,1,0,-1,0,1,0,0,1,0,1
International Taxation,2018-123,2018,We reinforce our commitment to the implementation of the Base Erosion and Profit Shifting (BEPS) package. ,0.65,1,1,0,1,0,1,1,1,1,1,1,0,-1,0,1,1,0,1,1,1
International Taxation,2018-86,2018,"We continue to support enhanced tax certainty and tax capacity building in developing countries, including through the Platform for Collaboration on Tax. ",0.5,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
International Taxation,2019-32,2019,We will redouble our efforts for a consensus-based solution [on addressing the tax challenges arising from digitalization] with a final report by 2020. ,0.3,0,-1,1,0,0,1,1,1,0,1,1,-1,0,1,0,0,0,1,-1,1
International Taxation,2020-51,2020,"We will continue our cooperation for a globally fair, sustainable, and modern international tax system. ",0.9,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
International Taxation,2020-52,2020,We remain committed to furthur progress on both pillars and urge the G20/OECD Inclusive Framework on BEPS to address the remaining issues with a view to reaching a global and consensus-based solution by mid-2021. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ICT and Digitization,2016-160,2016,"[We are committed to unleashing the potential of the digital economy by providing favorable conditions for its development, including reaffirming the goal of ensuring the next 1.5 billion people are connected and have meaningful access to the Internet by 2020 in accordance with the Connect 2020 agenda, through] promoting digital transformation",0.35,0,0,0,1,1,1,1,0,-1,0,1,0,0,1,1,0,-1,1,0,1
ICT and Digitization,2016-161,2016,"We are committed to unleashing the potential of the digital economy by providing favorable conditions for its development, including reaffirming the goal of ensuring the next 1.5 billion people are connected and have meaningful access to the Internet by 2020 in accordance with the Connect 2020 agenda, through] encouraging e-commerce cooperation. ",0.15,1,1,1,1,0,1,0,-1,-1,0,0,1,-1,0,0,-1,0,1,-1,1
ICT and Digitization,2016-163,2016,"[We are committed to unleashing the potential of the digital economy by providing favorable conditions for its development, including reaffirming the goal of ensuring the next 1.5 billion people are connected and have meaningful access to the Internet by 2020 in accordance with the Connect 2020 agenda, through] promoting policies that support MSMEs to use the ICT technology more effectively",-0.7,+,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ICT and Digitization,2016-159,2016,"[We are committed to unleashing the potential of the digital economy by providing favorable conditions for its development, including reaffirming the goal of ensuring the next 1.5 billion people are connected and have meaningful access to the Internet by 2020 in accordance with the Connect 2020 agenda through] supporting entrepreneurship",0.05,1,1,0,1,0,0,0,1,-1,-1,-1,1,0,-1,-1,0,-1,0,1,1
ICT and Digitization,2017-39,2017,We aim to foster favourable conditions for the development of the digital economy and recognize the need to ensure effective competition to foster investment and innovation. ,0.9,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
ICT and Digitization,2018-30,2018,"We support the free flow of information, ideas and knowledge, while respecting applicable legal frameworks, and working to build consumer trust, privacy, data protection and intellectual property rights. ",0.1,0,1,0,0,1,0,0,-1,1,0,0,0,0,1,0,-1,0,0,-1,1
ICT and Digitization,2018-28,2018,"[To maximize the benefits the digitalization and emerging technologies for innovative growth and productivity], we will promote measures to…improve…digital infrastructure. ",0.85,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
ICT and Digitization,2019-20,2019,We will cooperate to encourage the interoperability of different frameworks [for data free flow with trust],0.7,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
ICT and Digitization,2020-49,2020,"We support fostering an open, fair, and non-discriminatory environment, and protecting and empowering consumers, while addressing the challenges related to privacy, data protection, intellectual property rights, and security. ",0.8,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
Environment,2017-342,2017,Promote the engagement of the private sector in reducing marine litter and in developing integrated waste management and waste water treatment solutions,0,0,1,-1,0,0,1,1,0,-1,0,0,0,-1,0,-1,1,-1,1,1,-1
Environment,2017-330,2017,"Support research and coordination among countries and international organizations to identify and remediate through environmentally sound methods sources of marine waste, concentrated areas of marine litter (national, regional, local), taking into account, inter alia, litter loads and sensitivity of biodiversity and ecosystems and document defining characteristics (lack of infrastructure, geography, product use and impacts on marine biodiversity and human health). ",-0.2,0,1,0,0,-1,0,0,0,-1,0,1,0,-1,-1,-1,-1,-1,1,-1,1
Environment,2017-329,2017,"Promote public information campaigns for citizens and businesses to reduce waste generation, to re-use and to facilitate their participation in waste collection systems and to avoid littering. ",0.8,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
Environment,2017-302,2017,"[we reiterate the need to]: put in place effective actions e.g. to facilitate the implementation of the polluter pays approach, e.g. 'extended producer responsibility' or deposit schemes - already in place in some G20 countries as appropriate and develop new sources of funding for effective waste management systems, as well as stimulate innovation. ",0.15,0,0,-1,1,1,0,1,-1,0,-1,0,1,0,0,0,0,0,1,0,1
Environment,2019-136,2019,"In this regard, we are determined to swiftly take appropriate national actions for the prevention and significant reduction of discharges of plastic litter and microplastics to the oceans",0.05,0,1,-1,0,1,0,1,-1,-1,0,0,1,0,-1,-1,0,0,0,-1,1
Environment,2020-95,2020,"We reaffirm our commitment to reduce additional pollution by marine plastic litter, as articulated by the Osaka Blue Ocean Vision",0.45,1,1,0,1,1,1,1,0,-1,-1,1,1,0,0,1,0,0,1,0,1
